medical,simple
"Eight studies with 343 participants were included. The review found evidence for lower post-treatment OCD severity and reduced risk of continuing with OCD for the BT/CBT group compared to pill placebo or wait-list comparisons. There was no evidence found that the efficacy of BT/CBT alone and medication alone differ in terms of post treatment symptom severity or in the risk of having OCD. There was some evidence of a benefit for combined BT/CBT and medication compared to medication alone but not relative to BT/CBT alone. The low rates of drop out suggested BT/CBT is an acceptable treatment to child and adolescent patients and their families. Although only based on a small number of studies which vary in quality, behavioural or cognitive-behaviour therapy alone appears to be an effective treatment for OCD in children and adolescents. It is as effective as medication alone and may lead to better outcomes when combined with medication compared to medication alone. Additional higher quality trials are needed to confirm these findings.","This review identified eight randomised controlled trials involving 343 participants, evaluating the benefits of behavioural and cognitive-behavioural therapy. The results show that, compared to a wait-list or pill placebo, BT/CBT is an effective treatment for reducing OCD symptoms and lowering the risk of having OCD after treatment. Based on three studies that directly compared BT/CBT with medication, there was no current evidence to suggest that either BT/CBT or medication was superior to the other. When combined with medication, BT/CBT produces better outcomes than medication alone. Although based on a small number of studies, these findings provide support for the value of BT/CBT in the treatment of children and adolescents with OCD."
"We identified only one randomised controlled trial, which compared open surgery and radiotherapy in 234 patients with early glottic laryngeal cancer. The overall risk of bias in this study was high. For T1 tumours, the five-year survival was 91.7% following radiotherapy and 100% following surgery and for T2 tumours, 88.8% following radiotherapy and 97.4% following surgery. There were no significant differences in survival between the two groups. For T1 tumours, the five-year disease-free survival rate was 71.1% following radiotherapy and 100.0% following surgery, and for the T2 tumours, 60.1% following radiotherapy and 78.7% following surgery. Only the latter comparison was statistically significant (P value = 0.036), but statistical significance would not have been achieved with a two-sided test. Data were not available on side effects, quality of life, voice outcomes or cost. We identified no randomised controlled trials that included endolaryngeal surgery. A number of trials comparing endolaryngeal resection and radiotherapy have terminated early because of difficulty recruiting participants. One randomised controlled trial is still ongoing. There is only one randomised controlled trial comparing open surgery and radiotherapy but its interpretation is limited because of concerns about the adequacy of treatment regimens and deficiencies in the reporting of the study design and analysis.","This review of trials identified just one trial including 234 patients with early glottic cancer, which compared radiotherapy to open surgery. This was a multicentre randomised controlled trial undertaken in the former Soviet Union, Hungary and Czechoslovakia. Patients were followed up for five years and recurrence-free and survival rates were measured. The results of this trial showed that there was no significant difference in survival between patients treated with radiotherapy or open surgery. Further data from trials comparing radiotherapy and endolaryngeal surgery are needed to determine the best way of treating early laryngeal cancer, however a number of studies have been abandoned because of difficulties in recruiting participants. One trial is still ongoing. We found that there is not enough evidence to show which form of treatment might be better for people with early-stage larynx cancer. The included study is of low quality. The evidence in this review is up to date to September 2014."
"Ten studies were found including 366 patients in total. We included eight studies in the as-published data analysis, comprising 337 patients . The methodological quality of the studies was overall satisfactory, however there was potential for introduction of significant bias in several specific areas relating to performance of the index test and to the timing of index versus reference tests. Results demonstrated a sensitivity estimate of 0.84 (95% confidence interval (CI) 0.69 to 0.93). The 95% approximate prediction interval was very wide (0.34 to 0.98). Data in three studies were available as a four-vessel interpretation model and the data could be re-analysed to a four-vessel interpretation model in a further five studies, comprising 314 patient events. Results demonstrated a similar sensitivity estimate of 0.85 (95% CI 0.77 to 0.91) but with an improved 95% approximate prediction interval (0.56 to 0.96). The available evidence cannot support the use of CT angiography as a mandatory test, or as a complete replacement for neurological testing, in the management pathway of patients who are suspected to be clinically brain dead. CT angiography may be useful as a confirmatory or add-on test following a clinical diagnosis of death, assuming that clinicians are aware of the relatively low overall sensitivity. Consensus on a standard radiological interpretation protocol for future published studies would facilitate further meta-analysis.","Ten studies were found, including 366 patients in total. Most of the studies were performed in intensive care departments but involved only small numbers of patients. In most studies it would be possible for the doctors performing the CTA test to already know the results of the clinical test. This might affect the study results, however this situation would also be the case in normal medical practice. Methods used to report the CTA study also varied from study to study and so the published results were re-analysed to take this into account. When compared to clinical testing for brain death, the CTA test had a sensitivity of 0.85. This means that in 100 cases of patients satisfying the clinical tests for death, the CTA test will correctly identify 85 of the cases. The data also showed that this might be as few as 77 cases per 100 and as many as 91 cases per 100. Our review was unable to tell us how many patients the CTA might falsely give a diagnosis of death for, when the patient was not dead. Based on these results, it appears that CTA is not good enough to be a compulsory test."
"We identified no new studies for this update. We included five trials with a total of 1292 participants; agents used for thrombolysis were recombinant tissue plasminogen activator and urokinase. Trials were generally of moderate methodological quality. The quality of evidence according to GRADE was generally low owing to risk of bias (lack of blinding), imprecision in estimates, and heterogeneity. Trial results showed no clear differences in limb salvage, amputation, or death at 30 days (odds ratio (OR) 1.02, 95% confidence interval (CI) 0.41 to 2.55, 4 studies, 636 participants; OR 0.97, 95% CI 0.51 to 1.85, 3 studies, 616 participants; OR 0.59, 95% CI 0.31 to 1.14, 4 studies, 636 participants, respectively), and we rated the evidence as low, low, and moderate quality, respectively. Trial results show no clear differences for any of the three outcomes at six months or one year between initial surgery and initial thrombolysis. A single study evaluated vessel patency, so no overall association could be determined (OR 0.46, 95% CI 0.08 to 2.76, 20 participants; very low-quality evidence). Evidence of increased risk of major haemorrhage (OR 3.22, 95% CI 1.79 to 5.78, 4 studies, 1070 participants; low-quality evidence) and distal embolisation (OR 31.68, 95% CI 6.23 to 161.07, 3 studies, 678 participants; very low-quality evidence) was associated with thrombolysis treatment at 30 days, and there was no clear difference in stroke (OR 5.33, 95% CI 0.95 to 30.11, 5 studies, 1180 participants; low-quality evidence). Participants treated by initial thrombolysis had a greater reduction in the level of intervention required, compared with a pre-intervention prediction, at 30 days (OR 9.06, 95% CI 4.95 to 16.56, 2 studies, 502 participants). None of the included studies evaluated time to thrombolysis as an outcome. There is currently no evidence in favour of either initial thrombolysis or initial surgery as the preferred option in terms of limb salvage, amputation, or death at 30 days, six months, or one year. Low-quality evidence suggests that thrombolysis may be associated with higher risk of haemorrhagic complications and ongoing limb ischaemia (distal embolisation). The higher risk of complications must be balanced against risks of surgery in each individual case. Trial results show no statistical difference in stroke, but the confidence interval is very wide, making it difficult to interpret whether this finding is clinically important. We used GRADE criteria to assess the quality of the evidence as generally low. We downgraded quality owing to risk of bias, imprecision, and heterogeneity between included studies.","Authors of the review identified five controlled trials with a total of 1292 participants who needed immediate care for reduced blood flow in the leg(s) (current until 7 May 2018). Participants were randomly assigned to one of two groups for initial treatment: (1) non-surgical thrombolysis, or (2) surgery. The specific agents used to break up clots (thrombolytic agents) were called recombinant tissue plasminogen activator and urokinase. The included studies provided no clear evidence about which treatment - thrombolysis or surgery - was a better option for preventing limb amputation (limb salvage) and no clear evidence about which treatment was better for preventing death or improving amputation rates within one month, six months, or one year after initial treatment. Evidence for these three outcomes at one month was rated between low and very low quality. No conclusion can be made about which treatment was better for keeping vessels unblocked after treatment (vessel patency) because this outcome was not well reported. More major complications, including bleeding (haemorrhage) and continued ischaemia or blockage (distal embolisation), were reported in the group receiving thrombolysis. There was no difference in the occurrence of stroke at one month between the two treatment groups. Although people receiving initial thrombolysis had increased risk of some complications, they showed greater reduction in the level of intervention required compared with that predicted before intervention. The higher risks of complications with thrombolysis have to be weighted against individual risks in surgery. The quality of the evidence was generally low. We downgraded the quality owing to risk of bias. Bias is a way to describe how researchers, clinicians, or participants might influence results unintentionally. Blinding is a method used to prevent people involved in the trial from knowing what treatment group a participant was in and reducing measurement bias. None of the studies included in this review used methods to stop participants or researchers or outcome assessors from knowing what treatment they were assigned to. Also, there was uncertainty about the true effect of each treatment type. Results show wide differences in outcome measures (effects) between studies (heterogeneity). For example, following surgical treatment, one-year mortality ranged from 9.8% to 42%. Such a wide range in percentages may indicate that the studies compared were quite different. In addition, both selection criteria (duration of treatment and severity of ischaemia) and method of thrombolysis (agent, dose, and duration) varied between studies, making comparison more difficult. This review found no evidence of a difference between thrombolysis and surgery for treatment of acute limb ischaemia for our outcomes of interest. Those receiving thrombolysis treatment may be at higher risk of complications such as bleeding. The quality of data generated by the included studies is low."
"We included 32 RCTs involving 2762 participants in this review. We considered 16 trials, representing 57% of all participants, to have a low risk of bias based on the Cochrane Back Review Group's 'Risk of bias' tool. For people with mixed symptom patterns (acute, subacute and chronic LBP with and without sciatica), there was low- to moderate-quality evidence that traction may make little or no difference in pain intensity, functional status, global improvement or return to work when compared to placebo, sham traction or no treatment. Similarly, when comparing the combination of physiotherapy plus traction with physiotherapy alone or when comparing traction with other treatments, there was very-low- to moderate-quality evidence that traction may make little or no difference in pain intensity, functional status or global improvement. For people with LBP with sciatica and acute, subacute or chronic pain, there was low- to moderate-quality evidence that traction probably has no impact on pain intensity, functional status or global improvement. This was true when traction was compared with controls and other treatments, as well as when the combination of traction plus physiotherapy was compared with physiotherapy alone. No studies reported the effect of traction on return to work. For chronic LBP without sciatica, there was moderate-quality evidence that traction probably makes little or no difference in pain intensity when compared with sham treatment. No studies reported on the effect of traction on functional status, global improvement or return to work. Adverse effects were reported in seven of the 32 studies. These included increased pain, aggravation of neurological signs and subsequent surgery. Four studies reported that there were no adverse effects. The remaining studies did not mention adverse effects. These findings indicate that traction, either alone or in combination with other treatments, has little or no impact on pain intensity, functional status, global improvement and return to work among people with LBP. There is only limited-quality evidence from studies with small sample sizes and moderate to high risk of bias. The effects shown by these studies are small and are not clinically relevant. Implications for practice  To date, the use of traction as treatment for non-specific LBP cannot be motivated by the best available evidence. These conclusions are applicable to both manual and mechanical traction. Implications for research Only new, large, high-quality studies may change the point estimate and its accuracy, but it should be noted that such change may not necessarily favour traction. Therefore, little priority should be given to new studies on the effect of traction treatment alone or as part of a package.","The evidence is current to August 2012. The review included 32 studies and 2762 people with LBP. Most studies included a similar population of people with LBP with and without sciatica. The majority of studies included people with acute, subacute and chronic LBP. Most studies reported follow-up of one to 16 weeks, and a limited number of studies reported long-term follow-up of six months to one year. The included studies show that traction as a single treatment or in combination with physiotherapy is no more effective in treating LBP than sham (pretend) treatment, physiotherapy without traction or other treatment methods including exercise, laser, ultrasound and corsets. These conclusions are valid for people with and without sciatica. There was no difference regarding the type of traction (manual or mechanical). Side effects were reported in seven of the 32 studies and included increased pain, aggravation of neurological signs and subsequent surgery. Four studies reported that there were no side effects. The remaining studies did not mention side effects. The quality of the evidence ranged from very low to moderate. There was a scarcity of high-quality studies, especially those that distinguished between people with different symptom patterns (with and without sciatica, with pain of different duration)."
"Seven studies met the inclusion criteria. No studies had investigated selective inclusion of results in systematic reviews, or discrepancies in outcomes and analyses between systematic review registry entries and published systematic reviews. Based on a meta-analysis of four studies (including 485 Cochrane Reviews), 38% (95% confidence interval (CI) 23% to 54%) of systematic reviews added, omitted, upgraded or downgraded at least one outcome between the protocol and published systematic review. The association between statistical significance and discrepant outcome reporting between protocol and published systematic review was uncertain. The meta-analytic estimate suggested an increased risk of adding or upgrading (i.e. changing a secondary outcome to primary) when the outcome was statistically significant, although the 95% CI included no association and a decreased risk as plausible estimates (RR 1.43, 95% CI 0.71 to 2.85; two studies, n = 552 meta-analyses). Also, the meta-analytic estimate suggested an increased risk of downgrading (i.e. changing a primary outcome to secondary) when the outcome was statistically significant, although the 95% CI included no association and a decreased risk as plausible estimates (RR 1.26, 95% CI 0.60 to 2.62; two studies, n = 484 meta-analyses). None of the included studies had investigated whether the association between statistical significance and adding, upgrading or downgrading of outcomes was modified by the type of comparison, direction of effect or type of outcome; or whether there is an association between direction of the effect estimate and discrepant outcome reporting. Several secondary outcomes were reported in the included studies. Two studies found that reasons for discrepant outcome reporting were infrequently reported in published systematic reviews (6% in one study and 22% in the other). One study (including 62 Cochrane Reviews) found that 32% (95% CI 21% to 45%) of systematic reviews did not report all primary outcomes in the abstract. Another study (including 64 Cochrane and 118 non-Cochrane reviews) found that statistically significant primary outcomes were more likely to be completely reported in the systematic review abstract than non-significant primary outcomes (RR 2.66, 95% CI 1.81 to 3.90). None of the studies included systematic reviews published after 2009 when reporting standards for systematic reviews (Preferred Reporting Items for Systematic reviews and Meta-Analyses (PRISMA) Statement, and Methodological Expectations of Cochrane Intervention Reviews (MECIR)) were disseminated, so the results might not be generalisable to more recent systematic reviews. Discrepant outcome reporting between the protocol and published systematic review is fairly common, although the association between statistical significance and discrepant outcome reporting is uncertain. Complete reporting of outcomes in systematic review abstracts is associated with statistical significance of the results for those outcomes. Systematic review outcomes and analysis plans should be specified prior to seeing the results of included studies to minimise post-hoc decisions that may be based on the observed results. Modifications that occur once the review has commenced, along with their justification, should be clearly reported. Effect estimates and CIs should be reported for all systematic review outcomes regardless of the results. The lack of research on selective inclusion of results in systematic reviews needs to be addressed and studies that avoid the methodological weaknesses of existing research are also needed.","A systematic review summarises evidence from multiple studies to answer a specific research question (e.g. what are the benefits and harms of a particular intervention for a particular health condition?). Often, there are many outcomes that systematic review authors could report to address their research question (e.g. pain, disability and quality of life for patients with musculoskeletal conditions) and many different results available for a particular outcome (e.g. a study might measure pain using three different scales at four time points). If the decision about which outcomes to investigate in a systematic review is made based on the results for those outcomes in the eligible studies, this may lead to bias. While, if the decision about which outcomes to report in a systematic review and the ways to report them is based on the results, this may mislead users of the systematic review. This methodology review summarises the findings of studies examining the inclusion of results and reporting of outcomes in systematic reviews. We searched for studies indexed in electronic bibliographic databases up to May 2013. We included seven studies and found that outcomes investigated and reported in systematic reviews were often changed between the protocol and published systematic review. We also found that it was unclear whether the decision to make these changes was related to how statistically convincing the treatment effect for that outcome was. More studies are needed to confirm if this relationship exists. Also, one study found that some systematic reviews did not report all of the most important outcomes in the abstract of the review. Another study found that outcomes with a more statistically convincing result were more likely to be completely reported in the abstract than other outcomes. The studies that we included were limited to systematic reviews published before 2009. New studies are needed to examine the inclusion of results and reporting of outcomes in more recent systematic reviews."
"The search identified 2178 citations, 28 of which were considered potentially relevant. After independent review of the full text of these studies, no eligible studies were identified for inclusion in this review due to the absence of studies with a randomised controlled study design. There was no evidence available to support conclusions about the effectiveness of nursing handover styles for ensuring continuity of information in hospitalised patients because we found no studies that fulfilled the methodological criteria for this review. As a consequence, uncertainty about the most effective practice remains. Research efforts should focus on strengthening the evidence abut the effectiveness of nursing handover styles using well designed, rigorous studies. According to current knowledge, the following guiding principles can be applied when redesigning the nursing handover process: face-to-face communication, structured documentation, patient involvement and use of IT technology to support the process.","This review tried to find out which nursing handover style works best. In March 2013 the review authors conducted a wide search for suitable relevant studies (randomised controlled studies) that compared different styles of nursing handover. However, they were not able to identify any randomised controlled studies that investigated the question, and so could draw no conclusions. Further research in this area is urgently needed."
"We included 31 studies that explored the views and experiences of different types of SBAs, including doctors, midwives, nurses, auxiliary nurses and their managers. The included studies took place in Africa, Asia, and Latin America. Our synthesis pointed to a number of factors affecting SBAs’ provision of quality care. The following factors were based on evidence assessed as of moderate to high confidence. Skilled birth attendants reported that they were not always given sufficient training during their education or after they had begun clinical work. Also, inadequate staffing of facilities could increase the workloads of skilled birth attendants, make it difficult to provide supervision and result in mothers being offered poorer care. In addition, SBAs did not always believe that their salaries and benefits reflected their tasks and responsibilities and the personal risks they undertook. Together with poor living and working conditions, these issues were seen to increase stress and to negatively affect family life. Some SBAs also felt that managers lacked capacity and skills, and felt unsupported when their workplace concerns were not addressed. Possible causes of staff shortages in facilities included problems with hiring and assigning health workers to facilities where they were needed; lack of funding; poor management and bureaucratic systems; and low salaries. Skilled birth attendants and their managers suggested factors that could help recruit, keep, and motivate health workers, and improve the quality of care; these included good-quality housing, allowances for extra work, paid vacations, continuing education, appropriate assessments of their work, and rewards. Skilled birth attendants’ ability to provide quality care was also limited by a lack of equipment, supplies, and drugs; blood and the infrastructure to manage blood transfusions; electricity and water supplies; and adequate space and amenities on maternity wards. These factors were seen to reduce SBAs’ morale, increase their workload and infection risk, and make them less efficient in their work. A lack of transport sometimes made it difficult for SBAs to refer women on to higher levels of care. In addition, women’s negative perceptions of the health system could make them reluctant to accept referral. We identified some other factors that also may have affected the quality of care, which were based on findings assessed as of low or very low confidence. Poor teamwork and lack of trust and collaboration between health workers appeared to negatively influence care. In contrast, good collaboration and teamwork appeared to increase skilled birth attendants’ motivation, their decision-making abilities, and the quality of care. Skilled birth attendants’ workloads and staff shortages influenced their interactions with mothers. In addition, poor communication undermined trust between skilled birth attendants and mothers. Many factors influence the care that SBAs are able to provide to mothers during childbirth. These include access to training and supervision; staff numbers and workloads; salaries and living conditions; and access to well-equipped, well-organised healthcare facilities with water, electricity, and transport. Other factors that may play a role include the existence of teamwork and of trust, collaboration, and communication between health workers and with mothers. Skilled birth attendants reported many problems tied to all of these factors.","We included 31 studies conducted in Africa, Asia, and Latin America. Participants were skilled birth attendants including doctors, midwives, nurses, auxiliary nurses and their managers. Our synthesis pointed to several factors that affected skilled birth attendants’ provision of quality care. The following factors are based on evidence assessed as of moderate to high confidence. Skilled birth attendants reported that they sometimes had insufficient training during their education or after they had begun work. Where facilities lacked staff, skilled birth attendants’ workloads could increase, it could become difficult to provide supervision, and mothers could receive poorer care. In addition, skilled birth attendants did not always believe that their salaries and benefits reflected their tasks and responsibilities and the personal risks they undertook. Together with poor living and working conditions, these issues could lead to stress and affect skilled birth attendants' family life. Some skilled birth attendants felt that managers lacked capacity and skills, and they felt unsupported when their workplace concerns were not addressed. Possible causes of staff shortages included problems with hiring and assigning health workers to health facilities; lack of funding; poor management and bureaucratic systems; and low salaries. Skilled birth attendants and their managers suggested factors that could help recruit, keep, and motivate health workers, and improve the quality of their work; these included good-quality housing, allowances for extra work, paid vacations, continued education, proper assessments of their work, and rewards. Skilled birth attendants’ ability to provide quality care was also limited by a lack of equipment, drugs, and supplies; blood and the infrastructure to manage blood transfusions; electricity and water supplies; and adequate space and amenities on maternity wards. These factors were seen to reduce skilled birth attendants’ morale, increase their workload and infection risk, and make them less efficient in their work. A lack of transport sometimes made it difficult for skilled birth attendants to refer women to higher levels of care. In addition, women’s negative perceptions of the health system could make them reluctant to accept referral. We identified some other factors that also may have affected the quality of care, which were based on findings assessed as of low or very low confidence. Poor teamwork and lack of trust and collaboration between health workers appeared to negatively influence care. In contrast, good collaboration and teamwork appeared to increase skilled birth attendants’ motivation, their decision-making abilities, and the quality of care. Skilled birth attendants’ workloads and staff shortages influenced their interactions with mothers. In addition, poor communication undermined trust between skilled birth attendants and mothers. We searched for studies published before November 2016."
"We included 5 randomised trials with 662 participants out of 93 publications identified through the literature searches. The number of deaths was 47 in the wait-and-see group (334 patients) compared to 26 in the prophylactic cholecystectomy group (328 patients) for a 78% increased risk of mortality (RR 1.78, 95% CI 1.15 to 2.75, P = 0.010). The survival benefit of prophylactic cholecystectomy was independent of trial design, inclusion of high risk patients or inclusion of any one of the five trials. Patients in the wait-and-see group had higher rates of recurrent biliary pain (RR 14.56, 95% CI 4.95 to 42.78, P < 00001), jaundice or cholangitis (RR 2.53, 95% CI 1.09 to 5.87, P = 0.03), and of repeat ERCP or other forms of cholangiography (RR 2.36, 95% CI 1.29 to 4.32, P = 0.005). Cholecystectomy was eventually performed in 35% (115 patients) of the wait-and-see group. Prophylactic cholecystectomy should be offered to patients whose gallbladders remain in-situ after endoscopic sphincterotomy and common bile duct clearance.","We included 5 randomised trials with 662 participants out of 93 publications identified through the literature searches. The number of deaths was 47 in the wait-and-see group (334 patients) compared with 26 in the prophylactic cholecystectomy group (328 patients). This review of randomised clinical trials suggests that early removal of the gallbladder decreases the risk of death or of complications from gallstones. The number of patients (662) reviewed in this report prevents some of the subgroup analyses from being conclusive. Further clinical trials, particularly of high-risk patients, would solve this problem."
"Two studies (involving 286 women) from amniocentesis (but none from CVS) compared the impact of communicating results of rapid testing with waiting for definitive karyotype. Unfortunately, it was not possible to perform pooled analysis because one study reported only median (interquartile range) data, presumably because the data were not normally distributed. One study reported a statistically significant reduction in the average anxiety during the waiting period for women who had had a rapid test compared with those who had not (mean difference (MD) -2.30, 95% confidence intervals (CI) -3.08 to - 1.52). The other study compared median (interquartile range) for the trait- and state-anxiety scores and found no difference between the two groups. We found no conclusive evidence that, while waiting for the full karyotype following amniocentesis, issuing results from a rapid analysis reduces maternal anxiety. The limited evidence from the two trials included in this review does not help resolve the dilemma about whether full karyotyping should be abandoned in favour of limited rapid testing for women undergoing Down's syndrome screening. This choice will rest on clinical arguments and cost-effectiveness rather than impact on anxiety. There is also no evidence to support the view that issuing amniocentesis results as soon as they are available is more user friendly than using a pre-defined fixed date. Studies evaluating the effect of different strategies for disclosing results on women anxiety for CVS are needed.","One study reported a statistically significant reduction in the average anxiety during the waiting period for women who had had a rapid test, but the other found no difference between the two groups. There was also no evidence to support the view that issuing amniocentesis results as soon as they are available is more user friendly than informing women on a pre-defined fixed date. The results remain inconclusive and, therefore, for the time being the choice of communication strategies should be influenced by clinical arguments and cost-effectiveness rather than impact on anxiety. Studies evaluating the effect of different strategies for disclosing results on women anxiety for chorionic villous sampling are needed."
"We include 10 RCTs (n = 1850); almost all participants had moderate or severe ARDS. For the primary analysis, the risk of bias was low in three studies and unclear in five studies; the overall quality of evidence was very low due to imprecision, inconsistency, indirectness and methodologic limitations. In participants randomized to HFO, there was no significant difference in hospital or 30-day mortality (risk ratio (RR) 0.92, 95% confidence interval (CI) 0.72 to 1.16; P = 0.46, I² = 66%; 8 trials, 1779 participants, 807 deaths) compared with conventional ventilation. One large multicentre RCT was terminated early because of increased mortality in participants randomized to HFO compared to mechanical ventilation with low tidal volume and high positive end expiratory pressure, with HFO reserved only as a rescue therapy. We found substantial between-trial statistical heterogeneity (I² = 0% to 66%) for clinical outcomes, including mortality. The findings of this systematic review suggest that HFO does not reduce hospital and 30-day mortality due to ARDS; the quality of evidence was very low. Our findings do not support the use of HFO as a first-line strategy in people undergoing mechanical ventilation for ARDS.","We included 10 randomized controlled trials (RCTs) enrolling 1850 participants in this updated review. One large trial was stopped early because of increased deaths among participants who were randomized to HFO. Four trials reported at least some funding from manufacturers of HFO ventilators. HFO did not reduce the risk of death in hospital in eight trials enrolling 1779 participants. The ability of the lungs to oxygenate blood, measured at 24 to 72 hours of ventilation after randomization, was 18% to 26% better in participants receiving HFO. HFO had no effect on the length of time an artificial breathing machine was required. The risk of unwanted side effects, including low blood pressure or further injury to the lung due to high airway pressure, was not increased. We found substantial inconsistency among clinical trials which reported the effect of HFO on the risk of death in participants with ARDS. The quality of evidence is very low for outcomes that would be most important to patients. This is because of a lack of precision and consistency, and because in many cases the methods used by investigators during clinical trials were not of the highest standard. This indicates that there is considerable uncertainty regarding the effect of HFO on death. Additional randomized trials could change these findings."
"We included six RCTs (692 participants). The overall risk of bias in the studies was low. Two studies assessed oral administration of tranexamic acid, given regularly over several days, and compared it to placebo. In the other four studies, a single application of topical tranexamic acid was compared with placebo (one study) and a combination of epinephrine and lidocaine or phenylephrine (three studies). All participants were adults. Tranexamic acid versus placebo For our primary outcome, control of epistaxis: re-bleeding (proportion re-bleeding within 10 days), we were able to pool data from three studies. The pooled result demonstrated a benefit of tranexamic acid compared to placebo, the risk of re-bleeding reducing from 67% to 47% (risk ratio (RR) 0.71, 95% confidence interval (CI) 0.56 to 0.90; three studies; 225 participants; moderate-quality evidence). When we compared the effects of oral and topical tranexamic acid separately the risk of re-bleeding with oral tranexamic acid reduced from 69% to 49%, RR 0.73 (95% CI 0.55 to 0.96; two studies, 157 participants; moderate-quality evidence) and with topical tranexamic acid it reduced from 66% to 43%, RR 0.66 (95% CI 0.41 to 1.05; single study, 68 participants). We rated the quality of evidence provided by the single study as low, therefore it is uncertain whether topical tranexamic acid is effective in stopping bleeding in the 10-day period after a single application. No study specifically sought to identify and report our primary outcome: significant adverse effects (i.e. seizures, thromboembolic events). The secondary outcome time to stop initial bleeding (proportion with bleeding controlled within 30 minutes) was measured in one study using topical tranexamic acid and there was no evidence of a difference at 30 minutes (RR 0.79, 95% CI 0.56 to 1.11; 68 participants; low-quality evidence). No studies reported the proportion of patients requiring any further intervention (e.g. repacking, surgery, embolisation). One study of oral tranexamic acid reported the proportion of patients requiring blood transfusion and found no difference between groups: 5/45 (11%) versus 6/44 (14%) (RR 0.81, 95% CI 0.27 to 2.48; 89 participants; low-quality evidence). Two studies reported hospital length of stay. One study reported a significantly shorter stay in the oral tranexamic acid group (mean difference (MD) -1.60 days, 95% CI -2.49 to -0.71; 68 participants). The other study found no evidence of a difference between the groups. Tranexamic acid versus other haemostatic agents When we pooled the data from three studies the proportion of patients whose bleeding stopped within 10 minutes was significantly higher in the topical tranexamic acid group compared to the group receiving another haemostatic agent (70% versus 30%: RR 2.35, 95% CI 1.90 to 2.92; 460 participants) (moderate-quality evidence). Adverse effects across all studies Five studies recorded 'adverse effects' in a general way. None found any difference between the groups in the occurrence of minor adverse effects (e.g. mild nausea and diarrhoea, 'bad taste' of gel). In one study a patient developed a superficial thrombophlebitis of both legs following discharge, however it is not reported in which group this occurred. No ""other serious adverse effect"" was reported in any study. We found moderate-quality evidence that there is probably a reduction in the risk of re-bleeding with the use of either oral or topical tranexamic acid in addition to usual care in adult patients with epistaxis, compared to placebo with usual care. However, the quality of evidence relating solely to topical tranexamic acid was low (one study only), so we are uncertain whether or not topical tranexamic acid is effective in stopping bleeding in the 10-day period after a single application. We found moderate-quality evidence that topical tranexamic acid is probably better than other topical agents in stopping bleeding in the first 10 minutes. There have been only three RCTs on this subject since 1995. Since then there have been significant changes in nasal cauterisation and packing techniques (for example, techniques including nasal endoscopy and more invasive approaches such as endoscopic sphenopalatine artery ligation). New trials would inform us about the effectiveness of tranexamic acid in light of these developments.","We searched for randomised controlled trials in patients of any age with nosebleed requiring intervention. Patients were treated with tranexamic acid (in addition to usual care) compared to placebo, no treatment or any other agent used to stop bleeding. We found six studies that met our inclusion criteria, with a total of 692 participants. Two studies used oral administration of tranexamic acid and four used topical administration. All participants in the studies were adults. Three of the six studies were conducted over 20 years ago. Three studies measured re-bleeding within 10 days. When we combined the results we found that fewer patients who were given either oral or topical tranexamic acid had further episodes of re-bleeding following an initial nosebleed compared to those treated with usual care. The time to stop initial bleeding (control of bleeding within 30 minutes) was measured in four studies. In three studies the proportion of patients whose bleeding stopped within 10 minutes was significantly higher in the group receiving topical tranexamic acid compared to the group receiving a different drug (topical epinephrine and lidocaine or phenylephrine). In the other study there was no significant difference at 30 minutes when topical tranexamic acid was compared with placebo. No studies reported the proportion of patients requiring any further intervention (e.g. repacking, surgery). Only one study of oral tranexamic acid reported the proportion of patients requiring a blood transfusion and there was no evidence of a difference between the groups. Length of hospital stay was reported in two studies. One study reported a significantly shorter stay in the oral tranexamic acid group, while the other found no evidence of a difference. Five studies mention recording ""adverse effects"". None found any difference between the groups in the occurrence of minor adverse effects (e.g. mild nausea and diarrhoea, 'bad taste' of gel). In one study a patient did develop a superficial thrombophlebitis (inflammation and a blood clot in a vein near the surface of the skin) of both legs following discharge, but the study did not report in which treatment group this happened. No serious adverse event was seen in any of the studies. Overall, the risk of bias in the six studies was low. We graded the quality of the evidence for the main outcome (control of epistaxis: re-bleeding within 10 days) as moderate, which means that further research is likely to have an important impact on our confidence in the estimate of the effect and is likely to change the estimate. In light of this and the fact that 'usual care' has changed, with the development of more modern nasal cauterisation and packing techniques, since three of the included studies were carried out, there remains uncertainty about the role of tranexamic acid in the treatment of patients with epistaxis. Newer research into the effect of tranexamic acid as a treatment for nosebleeds would inform future management decisions for this condition. The evidence in this review is up to date to October 2018."
