medical,simple
"His trach was replaced in the ED, and he was subsequently discharged.","His tracheostomy tube was replaced in the Emergency Department, and he was then discharged from the hospital."
EKG showed aflutter with ventricular rate in the 60s.,An electrocardiogram (EKG) showed atrial flutter (a type of abnormal heart rhythm) with a ventricular rate in the 60s (beats per minute).
Patient was 92% on RA when seen by EMS and started on 2L NC.,"When seen by Emergency Medical Services, the patient's oxygen saturation was 92% while breathing room air, so he was started on 2 liters per minute of oxygen via nasal cannula."
Azithromycin was stopped and levofloxacin was started on 1-28 and should be continued for 10 days.,"The antibiotic azithromycin was discontinued, and another antibiotic, levofloxacin, was started on January 28, to be taken for 10 days."
"Known lastname 28272 is a 63-year-old man with PAF, PVD, HLD, HTN and OSA with complaint of several months of exertional chest pain and dyspnea.","A 63-year-old man, known as patient 28272, with heart rhythm issues, blood vessel problems, high cholesterol, high blood pressure, and sleep-related breathing disorder, has been having chest pain and difficulty breathing when active for several months."
He is scheduled for close follow-up for RFA for his recently diagnosed HCC.,He will have frequent check-ups for a treatment that uses heat to destroy cancer cells in his liver.
"Right hallux -- during the admission, after his acute issues had resolved, Mr.","After his urgent health problems were addressed during his hospital stay, attention was turned to a condition affecting his right big toe."
An echo performed revealed MVP with severe MR. At the request of the family the pt is transferred to hospital3.,"A heart scan showed a problem with one of his heart valves not closing properly, causing blood to leak backward. At his family's request, he was moved to another hospital."
She is s/p ICD placement with episodes of ICD firing.,"She had a device placed in her chest to correct dangerous heart rhythms, which has activated several times to manage her heartbeats."
LP performed 1-1 showed no evidence of infection.,A test where a needle is used to collect fluid from the lower back on January 1 showed no signs of infection.
"His trach was replaced in the ED, and he was subsequently discharged.","His breathing tube in his neck was replaced in the emergency room, and he was then sent home."
EKG showed aflutter with ventricular rate in the 60s.,A heart test showed an abnormal rhythm with a heart rate in the 60s (beats per minute).
Patient was 92% on RA when seen by EMS and started on 2L NC.,"When emergency services checked him, his oxygen level was 92% while breathing normal air, so they started him on a low flow of oxygen through a nose tube."
Azithromycin was stopped and levofloxacin was started on 1-28 and should be continued for 10 days.,"The antibiotic azithromycin was stopped, and another antibiotic, levofloxacin, was started on January 28 and should be taken for 10 days."
"Known lastname 28272 is a 63-year-old man with PAF, PVD, HLD, HTN and OSA with complaint of several months of exertional chest pain and dyspnea.","A 63-year-old man, known as patient 28272, with paroxysmal atrial fibrillation (PAF, a heart rhythm problem), peripheral vascular disease (PVD, blood vessel issues), hyperlipidemia (HLD, high cholesterol), hypertension (HTN, high blood pressure), and obstructive sleep apnea (OSA, a sleep breathing condition), has been having chest pain and difficulty breathing when active for several months."
He is scheduled for close follow-up for RFA for his recently diagnosed HCC.,"He will have frequent check-ups for radiofrequency ablation (RFA, a treatment that uses heat to destroy cancer cells) for his recently diagnosed hepatocellular carcinoma (HCC, a type of liver cancer)."
"Right hallux -- during the admission, after his acute issues had resolved, Mr.","After his urgent health problems were addressed during his hospital stay, attention was turned to a condition affecting his right big toe (hallux)."
An echo performed revealed MVP with severe MR. At the request of the family the pt is transferred to hospital3.,"A heart scan (echocardiogram) showed mitral valve prolapse (MVP, a heart valve issue) with severe mitral regurgitation (MR, a condition where the heart valve doesn't close properly, causing blood to flow backward). At his family's request, he was moved to another hospital."
She is s/p ICD placement with episodes of ICD firing.,"She had an implantable cardioverter-defibrillator (ICD, a device placed in the chest to manage heart rhythms) installed, which has activated several times to correct her heartbeats."
LP performed 1-1 showed no evidence of infection.,"A lumbar puncture (LP, a needle test to collect spinal fluid) performed on January 1 showed no signs of infection."
"His trach was replaced in the ED, and he was subsequently discharged.","His tracheostomy tube (trach, a tube inserted in the neck to help with breathing) was replaced in the emergency department (ED), and he was then sent home."
EKG showed aflutter with ventricular rate in the 60s.,"An electrocardiogram (EKG, a test that records the electrical activity of the heart) showed atrial flutter (a heart rhythm disorder) with a ventricular rate in the 60s (heartbeats per minute)."
Patient was 92% on RA when seen by EMS and started on 2L NC.,"When emergency medical services (EMS) checked him, his oxygen saturation was 92% while breathing room air (RA), so they started him on 2 liters per minute of oxygen through a nasal cannula (NC, a tube for delivering oxygen)."
Came to ED today because granddaughter called his cardiologist who recommended evaluation.,"He came to the emergency department (ED) today because his granddaughter contacted his heart doctor, who suggested he get checked."
"VS prior to transfer 97.7, pulse: 87, RR: 16,","Before being transferred, his vital signs were: body temperature 97.7°F, heart rate 87 beats per minute, and respiratory rate 16 breaths per minute."
58 yo f otherwise healthy p/w black tarry stools one day prior to admission.,"A 58-year-old healthy woman reported having black, sticky stools a day before being admitted to the hospital."
Was given 2mg IV ativan and intubated for airway protection.,She was given 2mg of Ativan through an IV and had a tube placed in her airway to keep it open and protect it.
"Cardiology had been consulted and pt started on slow amiodarone load and uptitration of nodal agents; he persisted through this and was getting more hypotense to low 100's, so was transferred to cardiology service where he was more aggressively loaded with amiodarone 400 tid for a total","The heart specialists were called, and they started him on a gradual increase of amiodarone, a heart medication, and other drugs to manage his heart rate. His blood pressure dropped to the low 100s, so he was moved to the cardiology department for a more aggressive treatment with amiodarone."
Liver was consulted and performed emergent endoscopy for concern for variceal bleed.,"Liver specialists performed an urgent endoscopy, a camera examination of the digestive tract, due to concerns about bleeding from enlarged veins in the stomach or esophagus."
"In the ED, he was aggressively treated with calcium gluconate, insulin, sodium bicarbonate, and kayexelate.","In the emergency department, he received intensive treatment with calcium gluconate, insulin, sodium bicarbonate, and kayexelate to manage his blood chemistry levels."
"Because of intermittent bradycardia, this was changed to a nicardipine drip while PO captopril was started.","Due to occasional slow heart rate, his treatment was switched to a nicardipine drip, a blood pressure medication, while starting captopril, another blood pressure medicine taken by mouth."
Known lastname 59201 was admitted to the hospital1 18 on 2118-9-13 for surgical management of his aortic valve disease.,"Patient 59201 was admitted to the hospital on September 13, 2118, for surgery related to his aortic valve disease, a condition affecting the valve that controls blood flow from the heart to the body."
Neurologically he has been doing well working with PT/OT and speech therapy at hospital3.,"He has been making good progress in physical therapy (PT), occupational therapy (OT), and speech therapy at hospital3."
Bystanders found him to be unresponsive/pulseless and initiated CPR for 10 minutes.,People nearby found him unresponsive and without a pulse and performed CPR (cardiopulmonary resuscitation) on him for 10 minutes.
"Pt admitted from ED with type B aortic dissection, uncontrolled hypertension and pain.","The patient was admitted from the emergency department with a type B aortic dissection, a serious condition where there is a tear in one of the layers of the main artery leaving the heart, along with uncontrolled high blood pressure and pain."
PO meds were held except midodrine which he was tolerating by end of ICU stay.,"All oral medications were stopped except for midodrine, which he was able to tolerate by the end of his stay in the intensive care unit (ICU)."
Thoracentesis fluid CX was negative and effusions improved clinically with normal sats on RA on discharge.,"Fluid collected from his chest through a procedure called thoracentesis tested negative for infection, and the fluid accumulation improved. His oxygen levels were normal when breathing room air at the time of discharge."
He was given a 2nd mg of atropine because his HR was still in the 50s; and started on fentanyl gtt and versed for sedation.,"He received a second dose of atropine because his heart rate was still in the 50s, and he was given fentanyl and versed, medications to help with pain and sedation."
"He was also started on gabapentin, titrated to 300mg tid.","He was also started on gabapentin, a medication for nerve pain, adjusted to a dose of 300mg taken three times a day."
"After recovering in the PACU, she was transferred to the SICU and the OB team followed in her care.","After recovering in the post-anesthesia care unit (PACU), she was moved to the surgical intensive care unit (SICU) and the obstetrics (OB) team continued to care for her."
"Overnight, she c/o some mild L sided chest pain with no other symptoms.","Overnight, she complained of some mild pain on the left side of her chest but had no other symptoms."
Cardiology was consulted and determined that cath was not indicated at this time given recent GI bleed.,Heart specialists were consulted and decided that a heart catheterization was not needed at this time due to a recent gastrointestinal bleed.
"She went to her PCP's office today who noted an inability to tolerate sips of water, a BP of 92/50, HR of 105, so she was sent to the ED for evaluation for possible DKA.","She visited her primary care provider (PCP) who noted she could not tolerate even small sips of water, had low blood pressure (92/50), and a high heart rate (105), so she was sent to the emergency department for evaluation of possible diabetic ketoacidosis (DKA, a serious diabetes complication)."
Her complaints of R arm pain had improved as did the strength in her R arm.,"Her complaints about right arm pain got better, as did the strength in her right arm."
"HTN - restarted lisinopril, Bblocker once BP was stable.","For her high blood pressure, medications like lisinopril and a beta-blocker were restarted once her blood pressure stabilized."
"During the time in the ED, it was noted that her right neck appeared hospital1 2824.","While in the emergency department, there was a noticeable issue with her right neck, marked as hospital1 2824."
Patient admitted to hospital1 18 and underwent a cardiac cath which revealed LMCA and 2 vessel disease.,The patient was admitted to the hospital and had a heart procedure (cardiac catheterization) that showed disease in the left main coronary artery and two other vessels.
"Evaluated by vascular surgery in ED, who felt that his RLE was non-threatened and no surgical intervention was required.","Vascular surgery specialists in the emergency department evaluated him and determined that his right lower extremity was not at risk, and no surgery was needed."
Fentanyl patch and morphine was restarted when his MS improved.,"Fentanyl and morphine, both pain medications, were restarted once his mental status improved."
"Before he got a chance to take his high-dose prednisone, he decided to come to the ED.","Before he could take his high-dose prednisone, a medication for inflammation, he decided to go to the emergency department."
This was complicated by R mainstem intubation revealed on CXR which was then pulled back into trachea.,"The situation was complicated by the right mainstem intubation (a tube placed incorrectly into a major airway) shown on the chest X-ray, which was then adjusted back into the trachea (windpipe)."
Arrived to the ED minimally responsive w/ no evidence of trauma.,He arrived at the emergency department barely responsive but with no signs of physical injury.
"# Stage III NSCLC with brain mets: continued levetiracetam, dexamethasone, PRN oxycodone.","For stage III non-small cell lung cancer that has spread to the brain, continued treatment includes levetiracetam (seizure medication), dexamethasone (steroid), and oxycodone as needed for pain."
Underwent urgent surgery. IV heparinization began in the emergency room.,"He had urgent surgery and was started on intravenous heparin, a medication to prevent blood clots, in the emergency room."
Upon arrival to hospital1 18 in the ED the patient reported 3-25 chest pain and his EKG was notable for ST depressions in V1-V3.,"Upon arrival at the emergency department, the patient reported chest pain rated 3 to 25, and his electrocardiogram showed concerning changes (ST depressions) in leads V1 to V3, indicating possible heart issues."
"Tried IV amiodarone load, but without change from aflutter in 140s, discontinued amiodarone after the load and went back to metoprolol for rate control, with doses varying from 75 tid to 100 qid, with caution regarding BP (mostly SBP 100-130) and concern for","They tried giving amiodarone intravenously to control his heart's rapid fluttering rhythm but stopped after no change was seen. They switched back to metoprolol, a different heart rate medication, with doses adjusted and careful monitoring of his blood pressure."
"70 yo man with remote hx UGIB, known diverticulosis who presented with BRBPR at home and proceeded to have multiple episodes in-house with significant HCT drop 1) lower GI bleed secondary to diverticulosis several episodes BRBPR (7-9) on admission to the floor, noted to have HCT","A 70-year-old man with a history of upper gastrointestinal bleeding and known diverticulosis (small, bulging pouches in the digestive tract) experienced visible rectal bleeding at home and continued to have multiple bleeding episodes in the hospital, leading to a significant drop in his hematocrit (a measure of red blood cells), indicating a lower gastrointestinal bleed."
In the MICU a noncontrast CT spine was obtained and was concerning for new fracture above the level of instrumentation.,"In the medical intensive care unit, a CT scan of the spine without contrast was performed and showed a new fracture above the area where he previously had surgical hardware placed."
"POD #0 - remained in PACU 2166-12-29 overnight for brief neo administration, volume resuscitation, 1u PRBC, and observation.","On postoperative day zero, he stayed overnight in the post-anesthesia care unit for a short administration of neostigmine, fluid resuscitation, one unit of packed red blood cells, and monitoring."
"86yo m w/ hx of SCC s/p XRT who presents with shortness of breath, hypoxia and multifocal PNA.","An 86-year-old man with a history of squamous cell carcinoma (a type of skin cancer) after radiation therapy came in with shortness of breath, low oxygen levels, and multifocal pneumonia (infection in multiple areas of the lungs)."
"After stabilizing in ICU, off BiPAP and on doing well on RA he was sent to the medicine floor.","After stabilizing in the intensive care unit, no longer needing BiPAP (a machine to help breathe) and doing well on room air, he was moved to the general medical floor."
"She was transferred to hospital1 18 ED where CK > 200,000 and creatinine 3.0 with UA + blood, no RBCs, + muddy brown casts.","She was transferred to the emergency department where tests showed very high levels of CK (a muscle enzyme), high creatinine (a waste product indicating kidney function), blood in her urine analysis but no red blood cells, and signs of kidney damage ('muddy brown casts')."
Extubated early the following morning in SR on insulin and neo drips.,She had the breathing tube removed early the next morning in the surgical recovery room while receiving insulin and neostigmine drips.
"In the ED, the patient arrived tachypneic to the 40s, using her accessory muscles, and saturating in the 80s.","In the emergency department, the patient was breathing very rapidly at a rate of about 40 breaths per minute, using extra muscles to breathe, and her oxygen level was low, in the 80s percentage."
By this time her OR wound cultures from 2168-3-2 confirmed 'beta group A streptococcus' and she continued on her course of ceftriaxone and clindamycin IV per ID recommendations.,"By then, tests from her surgery wound confirmed an infection with 'beta group A streptococcus,' a type of bacteria. She continued receiving ceftriaxone and clindamycin, antibiotics given through IV, as recommended by infectious disease specialists."
"GI: Pt with hx of liver disease, hepatocellular carcinoma status post month/day (3) 54267.","Gastrointestinal: Patient with a history of liver disease and hepatocellular carcinoma (a type of liver cancer), noted in their record under the identifier 54267."
Known lastname 26890 was admitted to ED from clinic for increasing SOB.,Patient known as 26890 was admitted to the emergency department from a clinic due to increasing shortness of breath.
"She will need 3 more weeks of IV Last Name (LF) 112289, First Name3 (LF) follow-up with her primary care physician Last Name (Namepattern4) 2 weeks, then with pulmonology in about a month (scheduling in process at time of discharge).","She will need three more weeks of IV treatment. She is scheduled to follow up with her primary care physician in two weeks and then see a lung specialist in about a month, with appointments being arranged at the time of her discharge."
"She was diuresed aggressively for this, and will follow up with a CXR next week.",She was treated aggressively with medications to remove excess fluid from her body and will have a chest X-ray (CXR) next week to check her progress.
"# HTN - Elevated BP on admission, was given metoprolol in the ED without much effect, but also in setting of volume overload.","High blood pressure - Her blood pressure was high when admitted. She was given metoprolol, a blood pressure medication, in the emergency department, which did not have much effect, possibly due to excess body fluid."
"He was kept NPO, given IV fluids; serial hematocrits and abdominal exams were followed closely.","He was not allowed to eat or drink (NPO), received IV fluids, and had repeated blood tests to measure his red blood cell level (hematocrits) and frequent abdominal exams to monitor his condition."
He was intubated at an outside hospital transferred to hospital1 18 ED.,He had a breathing tube placed at another hospital before being transferred to the emergency department of hospital1 18.
He eventually agreed to HD and tunnel cath placed by IR in R SC on 2171-4-4.,"He eventually agreed to have hemodialysis (HD, a kidney treatment) and had a tunnel catheter placed in his right subclavian (chest area) by interventional radiology on April 4, 2171."
Patient presented with epigastric pain radiating to the back.,The patient had pain in the upper stomach area that spread to the back.
"Diagnosed with acute cholecystitis, underwent laparoscopic cholecystectomy.",Diagnosed with inflammation of the gallbladder and had surgery to remove the gallbladder using small incisions and a camera.
"Admitted with symptoms of congestive heart failure, started on diuretics.","Admitted to the hospital with signs of heart failure where the heart can't pump blood well, and was treated with medications to remove excess fluid."
"Presented to ER with left-sided weakness and speech difficulties, suspected stroke.","Came to the emergency room with weakness on the left side and trouble speaking, suspected to have had a stroke."
Underwent MRI which confirmed multiple sclerosis.,"Had an MRI scan that confirmed a diagnosis of multiple sclerosis, a disease affecting the brain and spinal cord."
Treated for pneumonia with a course of antibiotics and oxygen therapy.,Received treatment for lung infection with antibiotics and oxygen to help breathing.
"Patient developed sepsis following surgery, required intensive care.","After surgery, the patient developed a severe infection that spread in the body, requiring care in the intensive care unit."
Discharged on oral anticoagulants following a pulmonary embolism.,Sent home with blood thinners after treatment for a blood clot in the lungs.
Diagnosed with type 2 diabetes; advised lifestyle changes and metformin started.,"Found to have type 2 diabetes and recommended to change diet and exercise habits, started on metformin medication."
"Underwent biopsy of thyroid nodule, awaiting pathology results.","Had a sample taken from a lump in the thyroid gland to be tested for disease, waiting for test results."
Patient reported chronic fatigue and joint pain; suspected rheumatoid arthritis.,"The patient reported ongoing tiredness and pain in the joints; doctors suspect rheumatoid arthritis, an autoimmune disease that affects the joints."
Underwent endoscopic retrograde cholangiopancreatography for suspected gallstone pancreatitis.,Had a procedure using a camera and tools (endoscopic retrograde cholangiopancreatography) to check for pancreatitis caused by gallstones.
"Presented with acute abdominal pain, CT scan showed appendicitis.","Came in with sudden severe belly pain, and a CT scan revealed inflammation of the appendix, known as appendicitis."
Treated for urinary tract infection with IV antibiotics in the hospital.,Received treatment for an infection in the urinary system with antibiotics given through an IV while in the hospital.
Patient experiencing vertigo and nausea; diagnosed with benign positional vertigo.,"Patient feeling dizzy and nauseous was diagnosed with benign positional vertigo, a disorder causing brief episodes of dizziness."
Received corticosteroid injections for severe osteoarthritis in the knees.,"Got steroid injections to treat severe arthritis, which causes pain and stiffness, in the knees."
"Suffered a minor myocardial infarction, placed on dual antiplatelet therapy.",Had a minor heart attack and was started on dual antiplatelet therapy to prevent blood clots.
Diagnosed with atrial fibrillation; started on rate control medication and anticoagulation.,"Found to have atrial fibrillation, a heart rhythm problem, and began treatment to control heart rate and prevent blood clots."
Patient with severe depression underwent electroconvulsive therapy after medication failure.,"Patient with severe depression received electroconvulsive therapy, a treatment involving electric brain stimulation, after medications did not work."
"Diagnosed with stage II breast cancer, began chemotherapy and radiation treatment.",Found to have stage II breast cancer and started treatment with chemotherapy and radiation to destroy cancer cells.
Patient reported severe headaches and photophobia; diagnosed with migraine.,"The patient complained of severe headaches and sensitivity to light, and was diagnosed with migraines, a condition that causes powerful headaches."
Underwent total hip replacement due to advanced osteoarthritis.,"Had a total hip replacement surgery because of severe arthritis in the hip, which causes joint damage and pain."
"Patient presented with symptoms of hyperthyroidism, confirmed by blood tests.","Came in showing signs of an overactive thyroid, such as high energy levels and weight loss, which was confirmed with blood tests."
Treated for a severe allergic reaction with epinephrine and antihistamines.,Received treatment for a severe allergic reaction using epinephrine and antihistamine medications to manage swelling and other symptoms.
Diagnosed with diverticulitis after presenting with lower left quadrant pain and fever.,"Found to have diverticulitis, an inflammation of small pouches in the intestines, after reporting pain in the lower left part of the abdomen and fever."
Underwent coronary angioplasty with stent placement for coronary artery disease.,"Had a procedure to open blocked heart arteries and place a stent, a small tube to keep the artery open, due to heart disease."
Patient suffered from a stroke with left-sided weakness; undergoing rehabilitation.,Experienced a stroke that caused weakness on the left side of the body and is currently in rehabilitation to improve movement and strength.
Treated for bacterial pneumonia with a course of broad-spectrum antibiotics.,Received treatment for lung infection caused by bacteria with a broad range of antibiotics to fight the infection.
Patient with chronic kidney disease undergoing regular dialysis treatments.,Patient with long-term kidney disease receiving regular dialysis treatments to help the kidneys filter blood.
"Diagnosed with prostate cancer, undergoing hormone therapy and radiation.",Found to have prostate cancer and started treatment with hormone therapy to block cancer growth and radiation to kill cancer cells.
Patient admitted for elective knee arthroscopy due to chronic pain and reduced mobility.,Patient checked into the hospital for a planned knee scope surgery to address ongoing pain and difficulty moving.
"Diagnosed with acute pancreatitis; managed with IV fluids, pain relief, and fasting.","Found to have acute pancreatitis, an inflammation of the pancreas, and treated with intravenous fluids, medications for pain, and no food intake to rest the pancreas."
Presented with sudden dizziness and loss of balance; diagnosed with vestibular neuritis.,"Came in with sudden feelings of dizziness and unsteadiness, diagnosed with vestibular neuritis, an inner ear problem that affects balance."
Underwent appendectomy for ruptured appendix with peritonitis.,Had surgery to remove a burst appendix that had caused widespread inflammation in the abdomen (peritonitis).
Patient presented with severe anemia; received blood transfusions and iron supplements.,Came in with very low red blood cell counts (severe anemia) and was treated with blood transfusions and iron supplements.
Diagnosed with bipolar disorder; started on mood stabilizers and psychotherapy.,"Found to have bipolar disorder, a mental health condition with extreme mood swings, and began treatment with medications to stabilize mood and therapy to manage symptoms."
Patient with severe asthma attack treated with high-dose corticosteroids and bronchodilators.,Treated for a severe asthma attack with high doses of steroids to reduce inflammation and bronchodilators to open airways.
Underwent cataract surgery on the right eye; postoperative recovery is uneventful.,Had surgery to remove a cataract (cloudy lens) in the right eye; the recovery after surgery has been smooth without complications.
Patient reported chronic lower back pain; referred for MRI which showed lumbar disc degeneration.,"Patient reported ongoing lower back pain and was sent for an MRI scan, which showed wear and tear of the discs in the lower spine."
"Diagnosed with infectious mononucleosis; advised rest, hydration, and symptomatic treatment.","Found to have infectious mononucleosis, a viral infection often causing fever and sore throat, and recommended to rest, stay hydrated, and treatment to relieve symptoms."
Patient exhibited signs of congestive heart failure and was treated with diuretics and ACE inhibitors.,"Patient showed symptoms of heart failure, where the heart struggles to pump blood efficiently, and was treated with medications to remove excess fluid and improve heart function."
Admitted with cellulitis of the lower leg; managed with intravenous antibiotics and pain medication.,"Came into the hospital with cellulitis, an infection of the skin on the lower leg, treated with antibiotics given through an IV and medication for pain."
Patient presented with acute renal failure; initiated on emergency hemodialysis.,"Patient arrived with sudden kidney failure and began emergency kidney dialysis, a treatment to remove waste from the blood when kidneys are not functioning."
Underwent therapeutic endoscopy for esophageal varices bleeding.,"Had a procedure using a special camera to stop bleeding from enlarged veins in the esophagus, the tube that connects the throat to the stomach."
Diagnosed with severe preeclampsia; delivered via emergency cesarean section.,"Found to have severe preeclampsia, a serious pregnancy complication causing high blood pressure, and had an emergency C-section to deliver the baby."
Patient with deep vein thrombosis received anticoagulation therapy.,Patient with a blood clot in a deep vein was treated with medication to prevent further clotting.
Treated for pneumothorax with chest tube placement to re-expand the collapsed lung.,Received treatment for a collapsed lung (pneumothorax) by placing a tube in the chest to help the lung expand back.
Patient experienced a grand mal seizure and was started on antiepileptic drugs.,"Patient had a severe type of seizure involving loss of consciousness and violent muscle contractions, and began treatment with medications to prevent seizures."
Underwent laparoscopic surgery for gallbladder removal due to chronic cholecystitis.,Had minimally invasive surgery to remove the gallbladder because of chronic inflammation.
Presented with acute gout attack; treated with colchicine and advised dietary changes.,"Came in with a sudden gout attack, an intense joint pain due to uric acid build-up, treated with colchicine medication and recommended changes in diet."
Patient reported persistent cough and was diagnosed with chronic bronchitis.,"Patient had an ongoing cough and was found to have chronic bronchitis, a long-term inflammation of the bronchial tubes in the lungs."
Underwent diagnostic laparoscopy for suspected pelvic inflammatory disease.,"Had a minor surgical procedure using a camera to check for pelvic inflammatory disease, an infection of the female reproductive organs."
Diagnosed with acute myeloid leukemia and started on chemotherapy.,"Found to have acute myeloid leukemia, a type of cancer of the blood and bone marrow, and began chemotherapy treatment."
Patient suffered a traumatic brain injury and required craniotomy to alleviate pressure.,Patient experienced a serious brain injury and underwent a surgical procedure to open the skull to relieve pressure.
Admitted for severe dehydration and treated with intravenous fluids.,Came to the hospital for severe dehydration and received treatment with fluids given through an IV.
Diagnosed with peripheral neuropathy and prescribed gabapentin for nerve pain.,"Found to have peripheral neuropathy, a condition causing nerve damage outside the brain and spinal cord, and prescribed gabapentin to relieve pain."
Underwent repair of a ruptured abdominal aortic aneurysm.,"Had surgery to fix a ruptured aneurysm in the abdomen, which is a ballooned and weakened area in the main artery that can burst."
Patient with advanced Parkinson's disease managed with carbidopa-levodopa and physical therapy.,"Patient with severe Parkinson's disease, a disorder affecting movement, treated with medications and physical therapy to manage symptoms."
Diagnosed with scleroderma and started on immunosuppressive therapy.,"Found to have scleroderma, a disease causing hardening and tightening of the skin and connective tissues, and began treatment to suppress the immune system."
Presented with symptoms of irritable bowel syndrome and started on a FODMAP diet.,"Showed symptoms of irritable bowel syndrome, a digestive disorder, and began a specific diet to reduce stomach discomfort."
Underwent tonsillectomy due to recurrent tonsillitis.,"Had surgery to remove the tonsils after multiple episodes of tonsillitis, an infection of the tonsils."
Treated for testicular torsion with surgical intervention to save affected testis.,"Received emergency surgery for testicular torsion, a painful twisting of the testicles that can cut off blood flow, to try to save the affected testicle."
Patient with severe allergic conjunctivitis treated with steroid eye drops.,Patient experiencing intense allergy-related eye inflammation treated with steroid eye drops to reduce swelling and irritation.
Underwent partial nephrectomy for renal cell carcinoma.,"Had surgery to remove part of the kidney affected by renal cell carcinoma, a type of kidney cancer."
Diagnosed with Barrett's esophagus; monitored with regular endoscopies.,"Found to have Barrett's esophagus, a condition where the tube connecting the mouth and stomach is damaged by acid reflux, and checked regularly with camera-assisted examinations."
Patient with cystic fibrosis experiencing a pulmonary exacerbation treated with antibiotics.,"Patient with cystic fibrosis, a genetic disorder affecting the lungs, treated with antibiotics for a severe lung infection."
"Diagnosed with major depressive disorder, started on SSRIs and cognitive behavioral therapy.",Found to have major depressive disorder and started treatment with antidepressants (SSRIs) and therapy to improve mental health through behavior change.
Patient presented with acute manic episode and was hospitalized for stabilization.,"Came in during a severe manic episode, an extremely elevated mood state, and was admitted to the hospital for treatment to stabilize their condition."
Underwent resection of malignant melanoma with sentinel lymph node biopsy.,"Had surgery to remove malignant melanoma, a serious skin cancer, including testing of the nearest lymph nodes to check for cancer spread."
Treated for clostridium difficile colitis with oral vancomycin.,"Received treatment for an infection of the colon caused by clostridium difficile bacteria, using oral vancomycin, an antibiotic."
Patient admitted with an acute exacerbation of COPD requiring supplemental oxygen.,Patient came to the hospital with a severe worsening of chronic obstructive pulmonary disease (COPD) and needed extra oxygen.
"Underwent excision of a benign breast lump, with follow-up planned for pathology results.","Had surgery to remove a non-cancerous lump in the breast, with plans to check the removed tissue for any signs of disease."
Diagnosed with ulcerative colitis and started on biologic therapy.,"Found to have ulcerative colitis, a type of inflammatory bowel disease, and began treatment with biologic medications that target specific parts of the immune system."
Presented with acute cholangitis and treated with ERCP and antibiotics.,Came in with inflammation of the bile ducts (acute cholangitis) and was treated with a procedure to examine the bile ducts (ERCP) and antibiotics.
Suffered a closed head injury with a concussion; observed overnight and given discharge instructions.,"Had a head injury without a skull fracture (closed head injury) involving a concussion, was monitored overnight, and given instructions upon discharge."
Patient with history of venous insufficiency underwent sclerotherapy for varicose veins.,Patient with poor vein function had a treatment called sclerotherapy to address enlarged veins (varicose veins).
Diagnosed with atrial flutter; underwent successful cardioversion to restore normal rhythm.,"Found to have atrial flutter, a heart rhythm problem, and underwent a procedure to reset the heart's rhythm successfully."
Treated for septic arthritis of the knee with joint aspiration and IV antibiotics.,"Received treatment for an infection in the knee joint, involving fluid removal from the joint and antibiotics given through an IV."
Underwent robotic-assisted prostatectomy for prostate cancer.,Had a robot-assisted surgery to remove the prostate gland due to prostate cancer.
Patient presented with septic shock and managed with vasopressors and fluid resuscitation.,"Came in with septic shock, a severe infection leading to dangerously low blood pressure, and was treated with medications to raise blood pressure and fluids."
Diagnosed with Lyme disease; treated with a course of doxycycline.,"Found to have Lyme disease, an infection from tick bites, and treated with doxycycline, an antibiotic."
Underwent placement of an intra-aortic balloon pump for cardiac support post-myocardial infarction.,Had a device placed inside the aorta to help the heart pump blood after a heart attack.
Patient with sickle cell anemia presented in vaso-occlusive crisis; treated with hydration and pain management.,"Patient with sickle cell anemia came in during a pain crisis caused by blocked blood vessels, treated with fluids and pain relief."
"Admitted for observation after reporting transient ischemic attacks, with plans for carotid ultrasound.","Hospitalized for monitoring after reporting brief episodes of stroke-like symptoms, with plans to examine the neck arteries using ultrasound."
Treated for orbital cellulitis with intravenous antibiotics and corticosteroids.,Received treatment for an infection around the eye with IV antibiotics and steroids to reduce inflammation.
Diagnosed with hereditary angioedema; started on C1 inhibitor therapy.,"Found to have hereditary angioedema, a genetic condition causing swelling, and began treatment with C1 inhibitor, a protein to reduce swelling."
Underwent surgical debridement of a diabetic foot ulcer.,"Had surgery to clean out a deep sore on the foot, which was complicated by diabetes."
Patient with acute pancreatitis placed on NPO status and treated with pain medication.,Patient with inflammation of the pancreas was not allowed to eat or drink (NPO) and received medication for pain.
Underwent endovascular repair of thoracic aortic aneurysm.,Had a minimally invasive procedure to fix an enlarged area in the main artery in the chest (thoracic aorta).
Treated for hypokalemia with oral and IV potassium supplementation.,Received treatment for low potassium levels with potassium supplements taken by mouth and through an IV.
Patient admitted with epistaxis not responsive to conservative management; required nasal packing.,Patient was admitted with a nosebleed that didn't stop with basic treatment and needed a procedure to pack the nose and stop the bleeding.
Underwent gastric bypass surgery for morbid obesity.,Had surgery to reduce the size of the stomach to help with severe obesity.
Diagnosed with osteoporosis and started on bisphosphonates to prevent bone fractures.,"Found to have osteoporosis, a condition that weakens bones, and began treatment with medications to help strengthen bones and prevent breaks."
Admitted for acute liver failure; received liver transplantation.,Hospitalized for sudden liver failure and underwent a liver transplant.
Presented with chest pain and was diagnosed with costochondritis after cardiac causes ruled out.,"Came in with chest pain, diagnosed with costochondritis, an inflammation of chest cartilage, after heart-related causes were excluded."
